"cleaned_comment","likes_count"
"maaf sebenarnya tidak suka rokok ilegal tetapi harga rokok legal terlalu mahal.","0"
"takut banget menteri yg punya keberpihakan sama rakyat disingkirkan oleh orang2 jahat.sehat selalu pak purbaya.","0"
"mantappppp","0"
"entah knp sll jdi pham klu pak purbaya jelasin sesuatu","0"
"salah satu perusahaan terbesar pt. gudang garam merah phk karyawan pak... tolong selidik dengan tuntas","0"
"lanjutkan pak moga sehat serta amanah","0"
"baru kali ini aku salut sama mentrinya wowo satu ini yg keliatan","0"
"kebijakan pak mulyo dulu emang mindblowing","0"
"solusi saya pak, gak usah dengarin dewan perwakilan rakyat itu dia mau halang program pak menteri, termasuk rapat komisi sebelas kemarin. itu tampak muka dpr takut tidak kebagian uang yang akan di bank kan","0"
"harusnya tiap kementrian harus ada live streaming ketika rapat atau rumusan alasan mengeluarkan kebijakan biar semua faham maksudnya dan biar diluar tidak dipelintir jadi fitnah.","0"
"mantap bos ku","0"
"turunkan cukai rokok....","0"
"sdh mendekati firaun, sy sendiri merasakan, saya minjam bank, uang belum dipakai , angsuran sdh dipotong 2 bulan angsuran,","0"
"good job.. bosss","0"
"tul gara gara cukai roko naik roko ilegal jadi laku keras... karyawan pabrik roko bnyak di phk... pdhal pejabat di gajih dari pajak roko","0"
"kami para pecinta tingwe dgn alat linting tetap ngebul spt knalpot rk king. modal 200rb bisa merokok premium sepuasnya untuk stok 1.5 bulan","0"
"kalo sukses bawa indonesia keluar krisis.. bisa maju nih kita","0"
"gara2 cukai rokok tinggi.hrga rokoknya terus di naikin.jdnya rokok ilegal merajalela dan akhirnya daya beli rokok yg mudah laris macam merek sampoerna dan djarum berkurang peminat,krn harganya 30k ke atas.dan pabrik2 dr produk tsb gk sanggup menutupi biaya operasional yg semakin tinggi.sdgkn daya serap rendah.padahal jika semuanya stabil ribuan lapangan kerja selalu terbuka di pabrik2 tsb...!!","0"
"rakyat suka pejabat begini tapi dpr gak suka pejabat begini....","0"
"tetap kawal mr koboy. indonesia tidak suka dengan pejabat yg memihak ke rakyat","0"
"mantap menkeu 1 ini","0"
"baru tau alesan rokok knp mahal gokil nih mentri obrolannya lebih real dari pada dengerin rapat dpr","0"
"segera action","0"
"ganti abs jadi asal rakyat senang. ars","0"
"di kota saya ada gg pak ,, sekarang mulai ada phk ,, ksian kita cri lap kerj susah ,, bnyak yg nganggur","0"
"saya perokok.lebih mending turunkan harga rokok.karena banyak rokok dengan kualitas kurang tetap saya rokok.dan mungkin banyak yang lainya juga sesama perokok.","0"
"keren","0"
"cocok","0"
"justru semakin cukai naik banyak roko yang beredar rokok ilegal yang kualitasnya belum tentu dengan roko2 yg sudah ada","0"
"kalo diturunkan lebih baik cukai rokoknya, karena daya beli masyarakat juga dihitung,","0"
"gokil juga ni menteri","0"
"kok waras ya bapak ini... coba 25 orang saja pejabat ini begini, wahh mingkin kita bisa maju.","0"
"keren menkeu ini, sehat2 ya pak","0"
"enak dengar penjelasan pak purbaya,,beda jauh ama srimulyono....bahasanya bikin rakyat ga paham...wkwkkw","0"
"tolong pak, pajak pbb dan pkb juga di review lagi. kami sangat tercekik.","0"
"sistem cortexnya sering down dan sering error pak, beberapa perusahaan banyak komplain gk bisa input e faktur pajak ke sistem cortex. bahkan errornya bisa semingguan tidak bisa digunakan.","0"
"sy setuju cukai rokok mahal... biar pengguna rokok berkurang...tapi kesel aja gak ada solusi buat phk org2 yg kerja di pabrik.... kaya anak sd lagi kerja kelompok, bikin solusi tugas tapi gak mikirin dampaknya...","0"
"industri rokok tidak akan berkurang, tutup pabrik besar akan tumbuh pabrik2 rokok rumahan yg tdk pakai cukai .","0"
"gokil","0"
"masuk akal ni bagus menkeu yg bijaksana","0"
"ekspor rokok, cukai n pajaknya dikurangi biar ekspor rokok banyak. tenaga kerja terserap lebih banyak, pendapatan juga nambah","0"
"diluar negri rokok mahal masuk akal karna sedikit yang menjadi petani tembakau, di indo banyak petani tembakau tapi rokok mahal ngak masuk akal,mana ada yg mau beli rokok 4x harga beras, sesakau apapun perokok milih berhenti milih rokok murah.","0"
"cukai rokok ditinggikan juga ada alasannya. saya setuju cukai rokok tinggi.","0"
"keren pak memtri euy","0"
"bener tu kata pak menteri..selama ngga punya program buat bikin lowongan kerja jangan bikin kebijakan yang membikin industri pada tutup","0"
"jaman prabowo baru mentri ini terbaik","0"
"ini baru mentri punya hati ngk kaya sri ngk pernah turun liat situasi masyarakat kerjanya cuma naikin pajak pungut pajak kelamaan menjabat indonesia ancur..seemoga pak ditangan pak purnama indonesia makin baik","0"
"cukai rokok ,,,mencekik pengusaha ,,malah pemasukan tinggi ,,,pajak dinaikan lg, kemana semuanya uang2 tsb ??","1"
"mantab ini menkeu","0"
"pengen tahu kebijakan menkeu sebelumnya banyak hutang luar negeri. bagaimana solusi mengatasi hutang2 ini","0"
"pajak kendaraan dan denda tilang jangan lupa di pertanyakan pak, khusus yg penghasilan bukan pajak tolong di cek.","0"
"zaman sebelumnya terlalu banyak ikut campur dan di atur oleh cia, negara rusak tapi di framing seakan baik baik padahal aslinya di bawah rakyat sedang tidak baik baik saja, ekonomi menengah turun akibat ekonomi yang hanya 4.7 persen saja daya beli menurun","0"
"aturannya ajah gak sih yang di perketat untuk para peroko.. marketnya kembangin klo perlu bisa nembus masrket internasional","0"
"salam waras pak mentri,,,,,,","0"
"pertama agak ragu ama ni mentri, tapi kok jadi keren gini","0"
"orang males pak beli rokok resmi karna terlalu mahal,gak bisa beli apa apa lagi kita kalo beli rokok resmi","0"
"masuk akal pak menteri,ayo semangat kerja","0"
"kalo soal rokok emang susah sih misal rokok makin mahal dan orang orang pada stop merokok ujung ujung nya rugi juga pabrik kalo pabrik rugi dan tutup ujung ujung nya banyak yg phk dan pengangguran","0"
"positif sm pak purbaya","0"
"ada alasan pajak roko naik, sebanrnya untuk mengurangi perokok tpi kurang tepat karena ada rokok ilegal yg masuk..","0"
"pov sri mulyani ""ya maaf","1"
"mentri klo pinter bgitu.brani tatap muka dan terbuka soal iden dan cara kerjanya.....tp semua itu tergantung siapa org kuat di atasn nya..gak semua kebeneran bs di aplikasikan ...","0"
"mau hrga brpapun rokok ga akan buat orang berhenti merokok pak... klo mau memberantas rokok ilegal, tolong cukai rokok di pertimbangkan lagi...","0"
"semoga mentri baru ini ada perubahan","0"
"turunkan sampoerna mild jadi 20rb lagi pak","0"
"kemaren mana nih yg nentang beliau panas ga yah??","0"
"belum terealisasikan pak dana yg dari perbankan kur aja banyak yg d persulit , kasian mereka yg pengen punya modal usaha.","0"
"mentri srimulat yang dulu suka banget malak kin rakyat dgn pajak dan cukai yang mencekik rakyat bawah.","0"
"nah,bener ini pak. turunin cukai rokok,biar harga rokok turun. masyarakat indonesia banyak yang perokok. lihat datanya,dengan naiknya harga rokok,perokok bukannya berkurang,tapi mayoritas perokok menjadi lebih susah. faktanya,setidaknya di daerah saya,bapak"" mayoritas perokok,padahal mayoritas mereka petani. silahkan lihat faktanya dilapangan. dan benar kata pak mentri,rokok ilegal semakin menjamur. lebih baik kembangkan perindustrian dalam negri","0"
"salut si kalo ada orang yang bisa nurunin harga roko tapi ga akan terjadi kayak nya","0"
"mantap pak menkeu sikat brantas","0"
"gimana dgn pbb pak yg naik 100 1000 ? melebihi firaun dunk","0"
"kenapa baru sekarang bapak jadi mentri keuangan. knp nda dari dulu sri mulyani itu diganti. sri mulyani ga mikirin kesulitan rakyat","0"
"biasa aja, dia sedang memamerkan unsur pembeda dgn sri mulyani. paling juga sementara, setelah itu mingkem juga saat kenyataan ekonomi tidak seperti dan semudah yg diomongkan","0"
"wow saya iku terkejut","1"
"jgn lupa jg, dngan naiknya harga rokok, makin tdk laku rokok mahal, makin brmunculan rokok2 baru yg murah namun mngkin jauh lebih meragukan kualitasnya. walaupun berasal dr merk rokok trkenal. rokok sj pd dasarnya tdk sehat, aplg klo masyarakat beralih k rokok yg jauh lbh murah dan dampakny jauh lbih buruk untuk kesehatan. bs diam2 jd pnyebab naik nya angka kmatian.","0"
"nih bagus sih, cukai di tinggiin itu bukan solusi, itu cuma nambah uang kantong buat oknum oknum tertentu, orang kalau dah candu rokok mahal pun pasti di beli, kalau emang mau ngurangi perokok ya jngan cukai nya di tinggiin , cari solusi lain","0"
"seandainya semua mentri seperti ini","0"
"mantap pak menkeu.","0"
"turunkan cukai rokok..biar agak murah lagi","0"
"orang lapangan pemerhati pasar pemerhati efek kebijakan keuangan","0"
"bagus pak mentri purbaya turunkan cukai rokok.supaya dpt menyerap tenaga kerja.bisa beli rokok terjangkau","0"
"mentri yang menguasai masalah profesional akamedik..jangan mentri yang berasal dari partai politik...atau relawan ..pada gk bener kerjanya bikin gaduh..","0"
"di negeri ini banyak orang pintar dan berani tapi selma ini tidak pernh di kasih kesempatan","0"
"evaluasi, koreksi dan segera eksekusi. mungkin tidak terlalu perlu terlalu banyak narasi.","0"
"gini dong dari dulu sumber pendapatan ga harus jadi lintah buat rakyat sendiri,, kita punya kekayaan alam klo dikelola dgn baik bisa sebenernya,,","0"
"dari harga rokok surya 16.500 stelah beberapa tahun sekarang udah di harga 27.000","0"
"sebenarnya mudahkok untuk meminimkan rokok ilegal !! tentunya cukai rokok harus diturunkan kalau rokok yg legal harganya murah tentu masyarakat ga akan beli yg ilegal karena rokok yg legal aroma dan rasanya lebih enak dari pada yg ilegal disisi lain petani tembakau juga ada peningkatan dari segi penghasilan","0"
"ayo pa turunkan cukai negara malas cari uang selain pajak..kalau rakyat di gaji.. dari pajak ga apa cukai naik yg ngnggur yg kerja di gaji..ini engga kan cukai cuman dikumpul di bank bi aja","0"
"hapus blacklist bank ..agar bisa dapat kur lagi pak","0"
"style bahasa . apa ada nya. ga pake teks. real mnguasai ""keadaan"". good job","0"
"bumn itu jadi mata pencaharian para koruptor dua priode kemarin, orang orang bersih di bumn di lengserkan semua, dan posisi pejabat perusahaan diperjual belikan hasilnya pasti pejabat perusahaannya mo balik modal lah.. dampaknya kualitas produksi bumn menurun dan feedback ke negara dari bumn menjadi melemah, cara sembunyikan perketat pajak buat perusahaan swasta karena memang pajak perusahaan swasta juga gak pernah rapih pengusaha ilegal sudah ada dan banyak dari dulu, karena pemimpin pusing mana ngatasi tekanan dari barat juga bikin pusing alhasil pemimpin mengambil langkah suntik dana dari asing tapi gerbong lain, jadi dua priode kemarin bisa dibilang mengatasi masalah dengan masalah lain . jadi langkah awal buat perbaiki negara ini adalah atur ulang besaran angka di pajak, sesuaikan antara keperluan negara dan kemampuan rakyat, tidak lepas rakyat tetap harus wajib banget bayar pajak... jika ini berjalan baru menata bisniss buat negara ini berhasil baru bisa pajak diatur keangka minimal..","0"
"semoga saja harga rokok makin murah kaya dlu... tanpa rokok hidup ini sangat galau","0"
"turunkan cukai rokok 45 semua pabrik rokok se indonesia pindah ke negara lain yang tidak terlalu deras pajak rokok","0"
"pinter banget ini orang","0"
"nah common sense masuk nih, bos rokok pasti setuju, keuntungan rokok nikmat untuk yang punya pabrik rokok legal, bad news buat yang ilegal","0"
"turunkan cukai","0"
"g mau muji2 dlu ah...liat dlu hasil kerjanya,,semoga amanah smpai akhir","0"
"turunkan tarif cukai rokok.. turunkan harga rokok.","0"
"pak saya merokok karna kakak saya 3 kerja dirokok semua agar industri gak mati kakak saya bisa kerja. kalau bapak bisa ubah karyawan rokok ke industri lain saya berhenti merokok","0"
"prabowo pintar menyelidiki kerja orang jowo dipakai dulu dan diselidiki pas waktunya tidak bagus ganti orang yang bijak kaya pak purbaya dan ahy","0"
"bukan mengecilkan pak,tapi memperbesar industri rokok non cukai .","0"
"janga berpikir bisa mengurangi jumlah perokok hanya dengan menaikkan cukai","0"
"saya optimis dgn menkeu kita yg baru,,","0"
"ini baru masuk akal...","0"
"mantab","0"
"saham rokok naik 1.7 makasi menku","1"
"emg kebnyakan piraun pak","1"
"ayoo dukung menkeu dong, jangan jd pemalas, uang banyak noh pinjem tolong dilembalikan ya guyssd","0"
"selama ini bapak tinggal di gua ya, ga pernah bersosial. kemana saja selama ini bapak???","0"
"alamat turun gak harga garpit.. cape rokok ganti2 trus tiep minggu","0"
"betul kl cukai tinggi harga mahal perusahaan bangrut","0"
"ayo pak cukai rokok turunin lagi. buat kyk dulu biar gk ngrokok ilegal lagi. surya sampurna mentol 25k lagi. rokok mahal gk mampu beli yg cukai pak","0"
"ya memang pekerjaan pejabat sebelum sebelumnya menciptakan pengangguran sebanyak banyaknya to pak..","0"
"sayang sekali sri mulyani gak di audit dulu sblm pensiun","0"
"tujuan nya cukai mahal supaya perokok berkurang, dan industri rokok rumahan makin laris,","0"
"mantap pa menkeu..","0"
"ngalor gak ngalor ngidul ra ngidul","0"
"klo hrga tinggi g kn lku. bngkrut bisa. masyarakat bli yg murah meriah.","0"
"banyak rokok yg tidak pakai cukai saat ini beredar pak... krna mahal nya harga rokok yg pakai cukai sehingga yg dibeli rokok palsu tanpa cukai karena murah","0"
"cukai rokok jgn diturunin lah pak pajak kendaraan bermotor tuh yg diturunin gila harga motor di atas 300cc di malaysia thailand jauh lebih murah pak","0"
"penjelsan kyk lagi ngasih kuliah, jelas, terukur dan menguasai ilmunya. ini jelas berbeda dgn sebagian besar mentri saat ini yg kalo bicara isinya asbun dn angan2 semua sesuai dgn kebijakan mreka ngaco dn selalu menimbulkn kegaduhan!","0"
"ya memang sri mulyono fir'aun made in indonesia","0"
"wajib periksa bea cukai, gudang garam bangkrut karena mafia cukai .","0"
"turunkan harga sampoerna","0"
"gua demen nih dengernya","0"
"dampak pergantian menkeu ini nampaknya akan besar","0"
"pak, menkeu...jgn selalu menanggapi masalah dengan kata...kaget....yg dulu2 itu kan kalimat saktinya","0"
"kalo sampoerna 20 rb. wah bakal pindah semua ke sampoerna","0"
"sepakat murahin dong. percuma cukai di naekin juga orang orang masih ngeroko. paling nurunin ke roko ke yg murah. dah gitu malah bermunculan roko2 non cukai.","0"
"hmm. saya iseng menghitung multiplayer effect gdp negara kita bisa lho diatas 22 . perputaran uang negara kita bisa mencapai diatas 50.000 triliun thn. dengan asumsi jika saat ini cukai rokok 57 lalu seandainya negara memangkas cukai rokok 12 saja. maka yang terjadi pertumbuhan rakyat kelas menengah bisa mencapai diatas 80 . dan effect nya daya beli meningkat pesat. sy curiga dr dulu motifnya asing who emang sengaja bunuh market tembakau kita. karena mereka tau sebenernya kita itu plant market. mereka propaganda bunuh industri market kita. betapa banyaknya mikro makro umkm, industri, hingga pegawai rokok itu rusak akibat propaganda. sehingga daya beli rakyat turun dan warung bangkrut karena modal perbungkus rokok terus naik dan terus merugi","0"
"saya kena phk pak gara2 efisiensi perusahaan saat ini","0"
"pak menteri selamatkan karyawan gudang garam","0"
"turunkan harga cukai ! berharap rokok garpit jadi 18rb","0"
"legend","0"
"ini baru pejabat, cari solusi ngga minta ke rakyat","0"
"ayo pak menteri saya sangat mendukung semoga bapak kerja sat set jangan kebanyakan teori tunjukan sekilo kerja bapak harus lebih hebat dari sri mulyani yg katanya sudah sampe amerika","0"
"logat na sunda pisan euy","0"
"harga harga diturunkan pakkk","0"
"nahh ini yg gue tunggu","0"
"cukai palsu pak yg di berantas, rokok2 murah yg beredar ini semua pakai cukai resmi, tp tidak sesuai dengan isi. contohnya kemasan isi 20 batang, cukainya cuma 10 batang.","0"
"ok pak pur..... gajimu naik gak apa apa","0"
"sepertinya menteri yang baru, yang kerja bapak doang. yang lain pada diem diem aja","0"
"turunkan harga roko","0"
"negara ini apa sihh yg gk mahal. bea msk ke negara ini aja tinggi. pdhl hrg bli brng dr luar mah gk sbrapa.","0"
"audit dong kekayaan sri mulyani","0"
"pajak turunin juga pak jangan 11 pak , terimakasih","0"
"mengenai gaji buruh ""umr"" tapi kena pph 21 gimn pak","0"
"kemane aja looo....","0"
"gara gara kebijakan yang salah, buruh menjadi korban. semangat pak menkeu yang baru!","0"
"tinggi amat, fir'aun luh","0"
"pola pikirnya nalar banget daripada mentri sebelumnya","0"
"padahal gula lah yg membuat angka diabetes naik","0"
"kalo ada perbandingan kebijakan kyk gini.. baru kita melek apa itu yg namanya kebijakan untuk kebaikan rakyat dan negara. seperti apa yg kebijakan yg dikerjakan mentri sebelumnya!","0"
"klu bu sri udh ada drama nangis ni ngomong nya","0"
"itulah kurangannya pembuat kebijakan terdahulu, gak ada yg mikirin dampaknya tanpa ada solusi dan mitigasi untuk rakyat menengah ke bawah. yg ada makin byk pengangguran angka kemiskinan meningkat.","0"
"kebocoran kebocoran yg selalu di gaungkan pak prabowo sepertinya mulai terungkap yg dulu berati banyak yg fira'un yg pak menkeu","0"
"jaga warisan rokok jangan dikambing hitamkan","0"
"sudah naik sahamnya......","0"
"ekonomi bisa bangkit kalau cukai cukup 10 persen aja","0"
"cukai rokok tinggi...harga rokok tinggi...rakyat juga yang di bebani ....","0"
"purbaya effect","0"
"sri mulyani tidak sampai berpikir nya","0"
"hidup nu pemberi tenaga kerja pemberi pajak, dari rokok","0"
"sukur jugak akhir nya ganti baju ya pak","0"
"bergaya kget...tak mgkin ga tau bro","0"
"cocok","0"
"saya sangat setuju harga rokok dinturunkan lagi.karena menurut saya negara rugi","0"
"dari semua mentri yang sudah dilantik diperiode prabowo, akhirnya cuman mentri ini yg tau mau kerja apa. yang lainnya cuman tau ngomong itupun sring blunder.","0"
"gokil pak menkeu","0"
"naikan gaji. umr 10 jt..dan karyawan 20..jt. apa tidak bisa...dari jaman ke jaman. gaji karyawan cuma 4 jt...sedangkan. bahan pokok naik terus..jiga semua di pajaki.dan pajak semakin naik...bisa beli apa gaji 4 jt....","0"
"turunkan harga rokok secepatnya","0"
"koboy nya indonesia... lanjutkan pak koboy....","0"
"turunkan pak cukai rokok. tiap bulan sy bayar 500rb untuk cukai rokok","0"
"tolong cek bia cukai pak.. mungkin aja liga yg belum tersentuh..","0"
"kasihan gd","0"
"makasih pak sudah mewakili.","0"
"doyan bgt ma duit mantri kmaren...","0"
"ambil alih perusahaan rokok gak usah ribet..","0"
"hati2 pak, slow saja yg penting pasti pak","0"
"ada gk sih pabrik massal yg memudahkan masyarakat masuk kerja gampang tanpa tes sulit ini itu","0"
"kita lihat saja nanti,, semoga perkataannya betul,, bukan omon2 aja","1"
"harga gula tuh naikin setinggi²nyaaa, supaya rendah konsumsi gulaa","0"
"pa, kebijaksn cukai toko turun tapi, bikin kebijaksn yg beli toko perlu ktp 18 th keatas. yg jual ke anak dibawah umur ada denda atau hukum penjara","0"
"sampyuh ya pak, menang jadi arang kalah jadi abu, setidaknya uang masih berputar di dalam negeri tidak mengalir keluar","0"
"gila ni orang mentri keuangan bukan kaleng bekas seperti kemarin cuma mikir pajak dan utang mulu pikiran gak berkembang kok bisa ya zakat adalah pajak","0"
"keren ini mau menyelamatkan gudang garam","0"
"pph21 sampai 30 pak... tolong rakyat...","0"
"semoga pajak rokok akan turun...krn tembakau adalah budaya indonesia....rokok tdk berbahaya sprti alkohol....","0"
"intinya masalahnya banyak rokok yg gak bayar pajak ilegal","0"
"bismillah bersama pak menkeu kembali ke rokok surya lagi","0"
"pabrik miras dilegalkan pak, bisa menyerap tenaga kerja banyak juga","1"
"pura pura kaget kali ah ada2 aja","0"
"turunkan harga rokok, saya sebagai perokok merasa keberatan harga rokok naik. hahahaha","0"
"bukan hanya cukai pak yg melambung coba bpk perhatikan yg lain ada yg aneh, misalnya pajak kendaraan pkb. rp. x swdkllj. rp. y. total rp z","0"
"jumlah ini dikenakan lg yg disebut opsen pajak z dikali 65 z yg dibayarkan pkb dan asuransi dikenakan lg pajak yg disebut opsen pkb maksudnya bagaimana ini, koh bisa pajak pkb dikenakan lg pajak sebesar 65","0"
"wkwkwkw... firaun....","1"
"tapi ada info kalau perusahaan rokok indonesia sudah di serahkan sahamnya ke luar negeri, itu gimana infonya bisa lurus kan nggak kebenarannya? saya perokok, akan sayang rasanya jika uang malah masuk keluar negri. indonesia dapet perbudakan doang dong!!! hadeehh","0"
"saya. yakin. iklim. investasi. ..akan. baik. ..bilah...menteri. keuangan ...beliau","0"
"tapi bumn nya harus lebih d awasi itu pak, kita sih pihak swasta yg selalu jadi korban bumn","0"
"be carefull pak, jatim parah","0"
"gk kuat beli surya pak mahall enak rastel tras 15 rebu pakk rakyat yang penting ngebulll","0"
"agak waras pemikiran menteri yg ini...","0"
"kapan harga rokok murah, beli rokok buat ngilangin stres malah tambah stres karena harga nya yg semakin mahal","0"
"gara2 cukai rokok tinggi,jd rokok ilegal banyak keluar...jadi yg rugi pemerintahnya sendiri","0"
"nyatanya cukai rokok terus naik, tidak mengurangi jumlah perokok, yg ada malah pindah ke roko ilegal yg masih murah","0"
"memang kalau kerjanya hanya naikin pajak dan nyimpan duit mah gampang.. ekonomi harus distimulasi agar tumbuh ,bukan ditekan melemah trus menaikkan angka pengangguran dan membuat investor lari ke luar negeri.. negara negara lain yang maju pemerintahnya terlibat untuk mendukung perekonomian dunia usaha, dengan menyediakan infrastruktur dan membangun supply change yang efisien dan efektif.","0"
"asal bapak senang","1"
"pak, tolong mbg itu dihentikan saja atau dievaluasi aplikasinya... soalnya banyak mafia yg memanfaatkan mbg ini... tidak sesuai dengan kenyataan dari menunya dan nominalnya","0"
"pertemukan beliau dengan coki pardede","0"
"segera saja bos ke jatim pt gg butuh pendamping krn di jatim bnyk skl muncul pabrik rokok klas teri yg ijinnya blm jls","0"
"itu kn meras rakyat. meras pengusaha juga. manah ada yg betah .","0"
"sri mana sri","0"
"bidang mereka yg teken, bidang mereka juga yg kaget","0"
"kemarin yg bikin cukai ga tau ngudud, gimana asemnya klo abis makan d","0"
"kemana dananya cukai rokok mengalir ?? itu baru bpk kaget !!!!","0"
"bahasa bapak ini sederhana tapi kena","0"
"iya harus turun ya pak mentri","0"
"moga moga harga rokok turu yallah amiin","0"
"pak bisa gk melacak orang yang nipu uang melalui rekening","0"
"ya pak roko mahal banget pakkk waduhhh","0"
"begitulah kira2 beda cara kerja praktisi, sama orang yg cuma pake ilmu kuliah.","0"
"jadi harga marlboro aslinya cuma 25 rb tanpa cukai","0"
"dibanding asap rokok, asap industri n asap kendaraan lebih parah polisinya,. asal tahu saja ad 5 keuntungan bg perokok,... jawab sendiri keuntungan nya,","0"
"rokok bgiku tambah sehat","0"
"turun kan harga cukai rokok biar kami, bisa rokok lagi yang ga ilegal,","0"
"jadi selama 10 tahun ini bgmn? pantes rakyat ekonomi nya makin sulit","0"
"seumur belum pernah orang demo gara gara harga roko naik . kenapa yah ?","0"
"apakah ada hasil survey yang menunjukan bahwa peroko itu berkurang ?","0"
"wah keren sih","0"
"mentri yg memikirkan kondisi sulit masyarakat dan memberi solusi bkn skdr ambil kebijakan tnpa mikir dampak buruknya ke masyarakat","0"
"cukai rokok tinggi harga rokok mahal sehingga banyak pabrik rokok tanpa cukai","0"
"mantap pak mentri, barang palsu merugikan konsumen.","0"
"srimulat mana kepikiran pendapatan lain selain narikin pajak","0"
"abs itu asal bapak senang ,itu istilah jaman pak suharto ,orang lahir tahun 90an paham banget manusia manusia abs ini skrng ini pimpinan itu jangan abs terjun kelapangan mantap pak menkeu kita satu ini","0"
"selagi masih mahal masarakat cari yang murah harapan cukai rk turun lah biar beli yang berijin","0"
"kok enak ambil kebijakannya,,, itu manut sama luar negeri. cukai g perlu dinaikan tapi harusnya edukasinya diperbanyak, karena kalau naiknya cukai rokok g ngaruh sama perokok. bapakku bukan perokok tapi aku perokok dan aku jg g ingin anak2 ku jadi perokok.","0"
"kasihan prabik gg yg bangkrut gara2 pajak pak menteri. jadi makin banyak pengangguran.","0"
"tolong untuk mbg takaran nasi sering disidak,bnyak yg sedikit takaranya,buah jg kecil kecil,,nasi ada yg benyek kaya bubur,,tolong yg punya wewenang sering sering turun dilapangan dan dipantau,,ada permainan diprogram mbg dilapangan,,banyak sekali kejanggalan ,permainan","0"
"dengan naiknya harga roko ,itu ga ngaruh bos ,malah makin bnyak perokok...toh masih bnyak roko non cukai yg jauh lebih murah .,banyak pilihan rasa pula","0"
"cara ngomongnya kayak pak onno. begini kali ya klo orang lapangan ngomongin soal keahliannya","0"
"audio nya ga stereo ini inews oyyy","0"
"kenapa bu sri 60 periode gak prnah terlihat seperti ini","0"
"purbaya sodaraan sama persebaya","0"
"cukai rokok melambung tinggi kebijakan di era jkoko bjirr","0"
"jangan cuma kaget, ambil tindakan dong, turunkan harga rokok","0"
"kembalikan harga rokok gudang garam internasional rp.5000, pack.","0"
"menyala anagquh!!!","0"
"jadi apo solusinya cukai tu, dibikin nol apo,","0"
"ya malah bikin rokok polos pak ttp rokokan gak bayar pajak...","0"
"pak minta tolong marketplace admin makin mencekik ,, gk ada pesaing toko lokal jd d monopoli","0"
"keren.rokok aman mahal malah yg beli yg murah lebih bahaya","0"
"segera turunin cukai rokok pak. segera","0"
"beda dg srimulat cuma bsa potong pajak","0"
"harga rokok terlalu mahal.oeang orang bikin rokok murah ,karan rokok kalau orang perokok tidak bisa berhenti.","0"
"klu rokok contonya gudang gatam pastinya rokok terbaru sulut untuk bersaing dan gk bermunculan rokok baru","0"
"turunkan bea cukai tp masukin tenaga kerja baru...","0"
"kasih turun harga rokok pak.. cara mengatasi masalah itu dipikir sambil ngerokok","0"
"biar beli makanan sehat di umkm wong cilik.","0"
"mentri bagus ini kerjanya, slalu memikirkan dampak efek stiap kebijakan","0"
"hyu atuh turunin pak....","0"
"menyimak","0"
"pak uang nganggur itu banyak di bawa koruptor , yg di timbun sampek ribuat triliun","0"
"kalo pajaknta 53 rokok gudang garam filter tanpa pajak hanya 12.000","0"
"gas pak pur,,.. koboy yang penting berisi.","0"
"mantap pak koboy... turunkan harga rokok gg jadi 15k ..","0"
"mantul dpr dibilang management nya mencuri","0"
"pura pura lucu ya pak.padahal sudah tau ya pak.konoha emang lucu","0"
"kalo misalnya pajak roko diturunin apakah harga roko bakal turun juga?","0"
"mntap pk mentri. nati klo pajak rokok turun harga rokoknya jg di turunkan..jgn smpe klo pajak turun harga naik..","0"
"pajak itu turunin boz....semua pajak....","0"
"gara2 mulyono harga rokok naik hampir 3 kali lipat. tapi rakyat makin blangsak","0"
"kagetnya baru sekarang mungkin rokok sekarang banyak yg tidak pakai cukai kali ya","0"
"buktikan ....turunin pajak","0"
"mau ditutup seu pabriknya msyarakat takakan pernah berhenti merokok bos..","0"
"kebijakan yg ngawur dan keliru, perokok ga akan berhenti dgn harga mahal, tapi cari solusi yg lain, dgn cara beli yg murah. silahkan survei ke lapangan, biar pun pabrik berhenti, bisa di pastikan srluruh perokok ttp merokok jaya.","0"
"baru tau ya pak kalo yg udud kaya saya bayar pajak 1 hari 12ribu.","0"
"gak apa2 cukai rokok tinggi karena tidak baik untuk kesehatan perokok mau pun orang lain","0"
"gila aja rokok sampoerna mild yg katanya product dalam negeri harganya 38.000 bungkus..","0"
"gratis saja pak, aq juga bukan perokok","1"
"menteri keuangan itu harus banyak ngomong kaya gini laporin ke masyarakat apa yg di buat...gue suka gaya dan otaknya","0"
"negara apa gk mikir berapa keuntungan dari rokok","0"
"klo pln gimna pak. tolong dong pencerahan nya. klo bagi saya yg efeknya kerasa langsung ke masyarakat banyak. mungkin sepertinya pln.","0"
"harga rokok mempengaruhi harga barang lainya","0"
"betul ga itu masuk kas negara, audit dulu semua yg berkompeten.","0"
"naik terus harga rokok saya pindah rokok elektrik dan bisa buat rokok sendiri alias nglinting rokok sendiri, anda naikan harga rokok terus menerus tanpa sadar anda telah menghancurkan pabrik industri rokok di indonesia","0"
"dia ngomong firaun aja saham rokok langsung naik 20","0"
"cukai roko jangan mahal2 boss biar bisa ngeroko enak.. murah..","0"
"pantesan rokok naik terus harganya tapi harga tembakau murrraaaaahhhh","0"
"yg ilegal merajalela yg legal bayar cukai di peras","0"
"mang harta pejabat didapat dari rokok","0"
"turunkan harga rokok yg legal","0"
"masak baru tau","0"
"baru sadar","0"
